Prénom,Nom,Adresse,Téléphone,Numéro d'étudiant,Adresse courriel,Mot de passe,Code permanent,Sexe,Date de naissance,Session d'études,Profil de formation de l'étudiant,Sigle du cours,Titre du cours,Note finale du cours,Nom du programme,Numéro du programme,Profil de formation du programme
Matteo,Morin,"1025 Rue Melville, Laval, QC H7W 4E6",438-735-9486,30534331,morin.matteo@univ.teluq.ca,MORM67856983,MORM28109465,Masculin,28-10-1994,Été 2022,Gestion des technologies de l'information,ADM 6030,Gestion des risques en affaires électroniques,C,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Matteo,Morin,"1025 Rue Melville, Laval, QC H7W 4E6",438-735-9486,30534331,morin.matteo@univ.teluq.ca,MORM67856983,MORM28109465,Masculin,28-10-1994,Été 2022,Gestion des technologies de l'information,ADM 6040,Gestion stratégique des technologies de l'information,A,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Matteo,Morin,"1025 Rue Melville, Laval, QC H7W 4E6",438-735-9486,30534331,morin.matteo@univ.teluq.ca,MORM67856983,MORM28109465,Masculin,28-10-1994,Été 2022,Gestion des technologies de l'information,ADM 6042,Les systèmes de l'information et la gestion organisationnelle,B,Diplôme d'études supérieures spécialisées en gouvernance des technologies de l'information,1910,Gouvernance des technologies de l'information
Sophie,Hébert,"1407 Rue Caldwell, Laval, QC H7W 1K3",450-926-5486,56625289,hebert.sophie@univ.teluq.ca,HEBS96873526,HEBS3109827,Feminin,31-10-1998,Automne 2021,Administration,ADM 1013,Comportement organisationnel,C,Baccalauréat en administration (concentration en développement local et Administration (économie) sociale),6771,Administration (développement local et Administration (économie) sociale)
Sophie,Hébert,"1407 Rue Caldwell, Laval, QC H7W 1K3",450-926-5486,56625289,hebert.sophie@univ.teluq.ca,HEBS96873526,HEBS3109827,Feminin,31-10-1998,Automne 2021,Administration,ADM 2007,Introduction au marketing,A,Baccalauréat en administration (concentration en développement local et Administration (économie) sociale),6771,Administration (développement local et Administration (économie) sociale)
Sophie,Hébert,"1407 Rue Caldwell, Laval, QC H7W 1K3",450-926-5486,56625289,hebert.sophie@univ.teluq.ca,HEBS96873526,HEBS3109827,Feminin,31-10-1998,Automne 2021,Administration,SCO 1205,Initiation à la comptabilité financière,C,Baccalauréat en administration (concentration en développement local et Administration (économie) sociale),6771,Administration (développement local et Administration (économie) sociale)
Sophie,Hébert,"1407 Rue Caldwell, Laval, QC H7W 1K3",450-926-5486,56625289,hebert.sophie@univ.teluq.ca,HEBS96873526,HEBS3109827,Feminin,31-10-1998,Automne 2021,Administration,ADM 1015,Gestion des ressources humaines,A,Baccalauréat en administration (concentration en développement local et Administration (économie) sociale),6771,Administration (développement local et Administration (économie) sociale)
Mathias,Turcotte,"3924 Rue Antoine-Bedwani, Laval, QC H7W 0H2",438-187-3874,93460738,turcotte.mathias@univ.teluq.ca,TURM74659832,TURM17038598,Masculin,17-03-1985,Été 2021,Finance,SCO 1205,Initiation à la comptabilité financière,B,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Mathias,Turcotte,"3924 Rue Antoine-Bedwani, Laval, QC H7W 0H2",438-187-3874,93460738,turcotte.mathias@univ.teluq.ca,TURM74659832,TURM17038598,Masculin,17-03-1985,Été 2021,Finance,ADM 1015,Gestion des ressources humaines,C,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Mathias,Turcotte,"3924 Rue Antoine-Bedwani, Laval, QC H7W 0H2",438-187-3874,93460738,turcotte.mathias@univ.teluq.ca,TURM74659832,TURM17038598,Masculin,17-03-1985,Été 2021,Finance,ADM 2006,Les systèmes d'information de gestion,A,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Mathias,Turcotte,"3924 Rue Antoine-Bedwani, Laval, QC H7W 0H2",438-187-3874,93460738,turcotte.mathias@univ.teluq.ca,TURM74659832,TURM17038598,Masculin,17-03-1985,Été 2021,Finance,ECO 1300,Analyse microéconomique,C,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Elliot,Beaulieu,"3978 Rue Bertin, Laval, QC H7W 0H2",450-885-3996,89551696,beaulieu.elliot@univ.teluq.ca,BEAE14689763,BEAE24048749,Feminin,24-04-1987,Hiver 2022,Lettres et langues,LIN 3001,Le langage et ses usages,B,Majeure en langue et linguistique,6632,Langue et linguistique
Elliot,Beaulieu,"3978 Rue Bertin, Laval, QC H7W 0H2",450-885-3996,89551696,beaulieu.elliot@univ.teluq.ca,BEAE14689763,BEAE24048749,Feminin,24-04-1987,Hiver 2022,Lettres et langues,LIN 3004,Lexicologie et lexicographie de la langue française,A,Majeure en langue et linguistique,6632,Langue et linguistique
Elliot,Beaulieu,"3978 Rue Bertin, Laval, QC H7W 0H2",450-885-3996,89551696,beaulieu.elliot@univ.teluq.ca,BEAE14689763,BEAE24048749,Feminin,24-04-1987,Hiver 2022,Lettres et langues,LIN 3010,Développement du langage,A,Majeure en langue et linguistique,6632,Langue et linguistique
Elliot,Beaulieu,"3978 Rue Bertin, Laval, QC H7W 0H2",450-885-3996,89551696,beaulieu.elliot@univ.teluq.ca,BEAE14689763,BEAE24048749,Feminin,24-04-1987,Hiver 2022,Lettres et langues,LIT 4001,Littérature de masse,B,Majeure en langue et linguistique,6632,Langue et linguistique
Alex,Michaud,"10815 Av. de l'Esplanade, Montréal, QC H3L 2Y5",514-199-4885,12805648,michaud.alex@univ.teluq.ca,MICA58679382,MICA12129038,Masculin,12/12/1990,Automne 2021,Gestion des technologies de l'information,ADM 6040,Gestion stratégique des technologies de l'information,B,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Alex,Michaud,"10815 Av. de l'Esplanade, Montréal, QC H3L 2Y5",514-199-4885,12805648,michaud.alex@univ.teluq.ca,MICA58679382,MICA12129038,Masculin,12/12/1990,Automne 2021,Gestion des technologies de l'information,ADM 6052,Transformation numérique organisationnelle,C,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Alex,Michaud,"10815 Av. de l'Esplanade, Montréal, QC H3L 2Y5",514-199-4885,12805648,michaud.alex@univ.teluq.ca,MICA58679382,MICA12129038,Masculin,12/12/1990,Automne 2021,Gestion des technologies de l'information,ADM 6042,Les systèmes de l'information et la gestion organisationnelle,A,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Alex,Michaud,"10815 Av. de l'Esplanade, Montréal, QC H3L 2Y5",514-199-4885,12805648,michaud.alex@univ.teluq.ca,MICA58679382,MICA12129038,Masculin,12/12/1990,Automne 2021,Gestion des technologies de l'information,ADM 6044,Gestion de projet en technologie de l'information,B,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Jack,Villeneuve,"10811 Rue Meunier, Montréal, QC H3L 2Z5",514-882-9286,46358567,villeneuve.jack@univ.teluq.ca,VILJ74859834,VILJ17128682,Masculin,17-12-1986,Hiver 2021,Administration,ADM 6404,Performance et innovation dans les services de santé et services sociaux,C,Programme court en organisation des services de santé et des services sociaux,684,Organisation des services de santé et des services sociaux
Jack,Villeneuve,"10811 Rue Meunier, Montréal, QC H3L 2Z5",514-882-9286,46358567,villeneuve.jack@univ.teluq.ca,VILJ74859834,VILJ17128682,Masculin,17-12-1986,Hiver 2021,Administration,ADM 6410,Acquisition des habilétés de gestion et interdisciplinarité en santé,A,Programme court en organisation des services de santé et des services sociaux,684,Organisation des services de santé et des services sociaux
Jack,Villeneuve,"10811 Rue Meunier, Montréal, QC H3L 2Z5",514-882-9286,46358567,villeneuve.jack@univ.teluq.ca,VILJ74859834,VILJ17128682,Masculin,17-12-1986,Hiver 2021,Administration,ADM 6412,Changement dans les organisations de santé et de services sociaux,B,Programme court en organisation des services de santé et des services sociaux,684,Organisation des services de santé et des services sociaux
Jack,Villeneuve,"10811 Rue Meunier, Montréal, QC H3L 2Z5",514-882-9286,46358567,villeneuve.jack@univ.teluq.ca,VILJ74859834,VILJ17128682,Masculin,17-12-1986,Hiver 2021,Administration,ADM 6415,Activité de synthèse et d'intégration,A,Programme court en organisation des services de santé et des services sociaux,684,Organisation des services de santé et des services sociaux
Estelle,Allard,"10997 Rue Tolhurst, Montréal, QC H3L 3A8",438-995-3776,78756479,allard.estelle@univ.teluq.ca,ALLE19867436,ALLE19028416,Feminin,19-02-1984,Été 2020,Informatique et technologies de l'information,SCI 1016,Introduction à la science des données,B,Programme court en science des données,865,Science des données
Estelle,Allard,"10997 Rue Tolhurst, Montréal, QC H3L 3A8",438-995-3776,78756479,allard.estelle@univ.teluq.ca,ALLE19867436,ALLE19028416,Feminin,19-02-1984,Été 2020,Informatique et technologies de l'information,SCI 1018,Statistiques avec R,A,Programme court en science des données,865,Science des données
Estelle,Allard,"10997 Rue Tolhurst, Montréal, QC H3L 3A8",438-995-3776,78756479,allard.estelle@univ.teluq.ca,ALLE19867436,ALLE19028416,Feminin,19-02-1984,Été 2020,Informatique et technologies de l'information,INF 1421,Apprentissage machine,A,Programme court en science des données,865,Science des données
Estelle,Allard,"10997 Rue Tolhurst, Montréal, QC H3L 3A8",438-995-3776,78756479,allard.estelle@univ.teluq.ca,ALLE19867436,ALLE19028416,Feminin,19-02-1984,Été 2020,Informatique et technologies de l'information,INF 9004,Informatique des entrepôts de données,A,Programme court en science des données,865,Science des données
Magalie,Leduc,"10827 Rue Tanguay, Montréal, QC H3L 3H3",438-882-2778,57648978,leduc.magalie@univ.teluq.ca,LEDM47597863,LEDM16069703,Feminin,16-06-1997,Hiver 2020,Pluridisciplinaire,ADM 1400,Théories de l'organisation,B,Baccalauréat des arts ,7695,Arts
Magalie,Leduc,"10827 Rue Tanguay, Montréal, QC H3L 3H3",438-882-2778,57648978,leduc.magalie@univ.teluq.ca,LEDM47597863,LEDM16069703,Feminin,16-06-1997,Hiver 2020,Pluridisciplinaire,COM 2000,Histoire des communications,A,Baccalauréat des arts ,7695,Arts
Magalie,Leduc,"10827 Rue Tanguay, Montréal, QC H3L 3H3",438-882-2778,57648978,leduc.magalie@univ.teluq.ca,LEDM47597863,LEDM16069703,Feminin,16-06-1997,Hiver 2020,Pluridisciplinaire,ENV 1101,Introduction à la gestion des ressources naturelles,A,Baccalauréat des arts ,7695,Arts
Magalie,Leduc,"10827 Rue Tanguay, Montréal, QC H3L 3H3",438-882-2778,57648978,leduc.magalie@univ.teluq.ca,LEDM47597863,LEDM16069703,Feminin,16-06-1997,Hiver 2020,Pluridisciplinaire,FRA 3008,Écriture en communication,A,Baccalauréat des arts ,7695,Arts
Elias,Audet,"10725 Rue Verville, Montréal, QC H3L 3G1",514-997-1996,35247564,audet.elias@univ.teluq.ca,AUDE68746593,AUDE18029053,Masculin,18-02-1990,Automne 2022,Comptabilité,SCO 6900,Séminaire en information financière,A,Programme court en sciences comptables,674,Sciences comptables
Elias,Audet,"10725 Rue Verville, Montréal, QC H3L 3G1",514-997-1996,35247564,audet.elias@univ.teluq.ca,AUDE68746593,AUDE18029053,Masculin,18-02-1990,Automne 2022,Comptabilité,SCO 6901,Séminaire en comptabilité de management et gestion de performance,B,Programme court en sciences comptables,674,Sciences comptables
Elias,Audet,"10725 Rue Verville, Montréal, QC H3L 3G1",514-997-1996,35247564,audet.elias@univ.teluq.ca,AUDE68746593,AUDE18029053,Masculin,18-02-1990,Automne 2022,Comptabilité,SCO 6903,Séminaire en compatbilité et décisions financières,C,Programme court en sciences comptables,674,Sciences comptables
Elias,Audet,"10725 Rue Verville, Montréal, QC H3L 3G1",514-997-1996,35247564,audet.elias@univ.teluq.ca,AUDE68746593,AUDE18029053,Masculin,18-02-1990,Automne 2022,Comptabilité,SCO 6904,Séminaire en certification,A,Programme court en sciences comptables,674,Sciences comptables
Yasmine,Lambert,"1955 Rue Dollard, Longueuil, QC J4K 4N7",579-881-9917,67564837,lambert.yasmine@univ.teluq.ca,LAMY75869705,LAMY26099738,Feminin,26-09-1997,Hiver 2021,Gestion des technologies de l'information,ADM 6020,Stratégies en affaires électroniques,B,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Yasmine,Lambert,"1955 Rue Dollard, Longueuil, QC J4K 4N7",579-881-9917,67564837,lambert.yasmine@univ.teluq.ca,LAMY75869705,LAMY26099738,Feminin,26-09-1997,Hiver 2021,Gestion des technologies de l'information,ADM 6030,Gestion des risques en affaires électroniques,B,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Yasmine,Lambert,"1955 Rue Dollard, Longueuil, QC J4K 4N7",579-881-9917,67564837,lambert.yasmine@univ.teluq.ca,LAMY75869705,LAMY26099738,Feminin,26-09-1997,Hiver 2021,Gestion des technologies de l'information,ADM 6040,Gestion stratégique des technologies de l'information,A,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Yasmine,Lambert,"1955 Rue Dollard, Longueuil, QC J4K 4N7",579-881-9917,67564837,lambert.yasmine@univ.teluq.ca,LAMY75869705,LAMY26099738,Feminin,26-09-1997,Hiver 2021,Gestion des technologies de l'information,ADM 6052,Transformation numérique organisationnelle,A,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Emilie,Blanchette,"1933 Rue Duvernay, Longueuil, QC J4K 4L9",438-991-8856,29827563,blanchette.emilie@univ.teluq.ca,BLAE78645267,BLAE18109532,Feminin,18-10-1995,Automne 2020,Comptabilité,SCO 6910,Module 1 en information financière,C,Certificat en préparation CPA,4445, Préparation CPA
Emilie,Blanchette,"1933 Rue Duvernay, Longueuil, QC J4K 4L9",438-991-8856,29827563,blanchette.emilie@univ.teluq.ca,BLAE78645267,BLAE18109532,Feminin,18-10-1995,Automne 2020,Comptabilité,SCO 6911,Module 1 en  comptabilité de management,B,Certificat en préparation CPA,4445, Préparation CPA
Emilie,Blanchette,"1933 Rue Duvernay, Longueuil, QC J4K 4L9",438-991-8856,29827563,blanchette.emilie@univ.teluq.ca,BLAE78645267,BLAE18109532,Feminin,18-10-1995,Automne 2020,Comptabilité,SCO 6918,Module 1 en fiscalité,C,Certificat en préparation CPA,4445, Préparation CPA
Emilie,Blanchette,"1933 Rue Duvernay, Longueuil, QC J4K 4L9",438-991-8856,29827563,blanchette.emilie@univ.teluq.ca,BLAE78645267,BLAE18109532,Feminin,18-10-1995,Automne 2020,Comptabilité,SCO 6920,Module 2 en information financière,A,Certificat en préparation CPA,4445, Préparation CPA
Clement,Beaudoin,"1961 Rue Marquette, Longueuil, QC J4K 4J5",438-773-9378,48736598,beaudoin.clement@univ.teluq.ca,BEAC94867547,BEAC26039516,Masculin,26-03-1995,Été 2020,Lettres et langues,TRA 4040,Traduction de l'espagnol au français: aspects culturels et linguistiques,C,Programme court d'initiation à la traduction en français et en espagnol,9020,Initiation à la traduction en français et en espagnol
Clement,Beaudoin,"1961 Rue Marquette, Longueuil, QC J4K 4J5",438-773-9378,48736598,beaudoin.clement@univ.teluq.ca,BEAC94867547,BEAC26039516,Masculin,26-03-1995,Été 2020,Lettres et langues,LIN 4033,Terminologie fondamentale,B,Programme court d'initiation à la traduction en français et en espagnol,9020,Initiation à la traduction en français et en espagnol
Clement,Beaudoin,"1961 Rue Marquette, Longueuil, QC J4K 4J5",438-773-9378,48736598,beaudoin.clement@univ.teluq.ca,BEAC94867547,BEAC26039516,Masculin,26-03-1995,Été 2020,Lettres et langues,TRA 4011,Iniciación a la traducción profesional: francés-español,A,Programme court d'initiation à la traduction en français et en espagnol,9020,Initiation à la traduction en français et en espagnol
Clement,Beaudoin,"1961 Rue Marquette, Longueuil, QC J4K 4J5",438-773-9378,48736598,beaudoin.clement@univ.teluq.ca,BEAC94867547,BEAC26039516,Masculin,26-03-1995,Été 2020,Lettres et langues,ESP 4035,Reducción de textos,C,Programme court d'initiation à la traduction en français et en espagnol,9020,Initiation à la traduction en français et en espagnol
Sara,Bouchard,"2067 Rue Cartier, Longueuil, QC J4K 4E7",579-695-9953,46538675,bouchard.sara@univ.teluq.ca,BOUS97845671,BOUS14129048,Feminin,14-12-1990,Hiver 2023,Comptabilité,SCO 6910,Module 1 en information financière,C,Certificat en préparation CPA,4445, Préparation CPA
Sara,Bouchard,"2067 Rue Cartier, Longueuil, QC J4K 4E7",579-695-9953,46538675,bouchard.sara@univ.teluq.ca,BOUS97845671,BOUS14129048,Feminin,14-12-1990,Hiver 2023,Comptabilité,SCO 6911,Module 1 en  comptabilité de management,A,Certificat en préparation CPA,4445, Préparation CPA
Sara,Bouchard,"2067 Rue Cartier, Longueuil, QC J4K 4E7",579-695-9953,46538675,bouchard.sara@univ.teluq.ca,BOUS97845671,BOUS14129048,Feminin,14-12-1990,Hiver 2023,Comptabilité,SCO 6918,Module 1 en fiscalité,B,Certificat en préparation CPA,4445, Préparation CPA
Sara,Bouchard,"2067 Rue Cartier, Longueuil, QC J4K 4E7",579-695-9953,46538675,bouchard.sara@univ.teluq.ca,BOUS97845671,BOUS14129048,Feminin,14-12-1990,Hiver 2023,Comptabilité,SCO 6920,Module 2 en information financière,B,Certificat en préparation CPA,4445, Préparation CPA
Annabelle,Mercier,"2103 Rue Saint-Georges, Longueuil, QC J4K 4A7",450-881-9937,37265849,mercier.annabele@univ.teluq.ca,MERA19867326,MERA17128926,Feminin,17-12-1989,Été 2021,Finance,ECO 1300,Analyse microéconomique,A,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Annabelle,Mercier,"2103 Rue Saint-Georges, Longueuil, QC J4K 4A7",450-881-9937,37265849,mercier.annabele@univ.teluq.ca,MERA19867326,MERA17128926,Feminin,17-12-1989,Été 2021,Finance,DRT 1060,Droit des affaires,A,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Annabelle,Mercier,"2103 Rue Saint-Georges, Longueuil, QC J4K 4A7",450-881-9937,37265849,mercier.annabele@univ.teluq.ca,MERA19867326,MERA17128926,Feminin,17-12-1989,Été 2021,Finance,FIN 1020,Administration financière 1,C,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Annabelle,Mercier,"2103 Rue Saint-Georges, Longueuil, QC J4K 4A7",450-881-9937,37265849,mercier.annabele@univ.teluq.ca,MERA19867326,MERA17128926,Feminin,17-12-1989,Été 2021,Finance,ADM 1002,Initiation à la gestion,B,Baccalauréat en administration (concentration en planification financière),6770,Administration (planification financière)
Eleonore,Lefebre,"1853 Rue Bédard, Laval, QC H7M 2M6",438-976-6638,67584982,lefebre.eleonore@univ.teluq.ca,LEFE46598073,LEFE21048749,Feminin,21-04-1987,Été 2020,Pluridisciplinaire,ACA 6300,Histoire de vie et construction de sens,B,Programme court Sens et projet de vie,571,Sens et projet de vie
Eleonore,Lefebre,"1853 Rue Bédard, Laval, QC H7M 2M6",438-976-6638,67584982,lefebre.eleonore@univ.teluq.ca,LEFE46598073,LEFE21048749,Feminin,21-04-1987,Été 2020,Pluridisciplinaire,ACA 6500,Trajectoires personnelles et sociales - UQAR,A,Programme court Sens et projet de vie,571,Sens et projet de vie
Eleonore,Lefebre,"1853 Rue Bédard, Laval, QC H7M 2M6",438-976-6638,67584982,lefebre.eleonore@univ.teluq.ca,LEFE46598073,LEFE21048749,Feminin,21-04-1987,Été 2020,Pluridisciplinaire,ACA 6620,Sens et projet : définition et anticipation,A,Programme court Sens et projet de vie,571,Sens et projet de vie
Eleonore,Lefebre,"1853 Rue Bédard, Laval, QC H7M 2M6",438-976-6638,67584982,lefebre.eleonore@univ.teluq.ca,LEFE46598073,LEFE21048749,Feminin,21-04-1987,Été 2020,Pluridisciplinaire,ACA 6640,Sens et projet : planification et mise en œuvre,C,Programme court Sens et projet de vie,571,Sens et projet de vie
Anthony,Parent,"1856 Rue Boisvert, Laval, QC H7M 2L5",438-885-4982,89867645,parent.anthony@univ.teluq.ca,PARA54978652,PARA29019804,Masculin,29-01-1998,Automne 2022,Comptabilité,ADM 4007,Analyse stratégique de l'entreprise,B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Anthony,Parent,"1856 Rue Boisvert, Laval, QC H7M 2L5",438-885-4982,89867645,parent.anthony@univ.teluq.ca,PARA54978652,PARA29019804,Masculin,29-01-1998,Automne 2022,Comptabilité,ADM 1400,Théories de l'organisation,A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Anthony,Parent,"1856 Rue Boisvert, Laval, QC H7M 2L5",438-885-4982,89867645,parent.anthony@univ.teluq.ca,PARA54978652,PARA29019804,Masculin,29-01-1998,Automne 2022,Comptabilité,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Anthony,Parent,"1856 Rue Boisvert, Laval, QC H7M 2L5",438-885-4982,89867645,parent.anthony@univ.teluq.ca,PARA54978652,PARA29019804,Masculin,29-01-1998,Automne 2022,Comptabilité,FIN 1936,Valeurs mobilières et gestion de portefeuille,C,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Elliot,Langlois,"1855 Rue Capitol, Laval, QC H7M 2H7",450-665-9914,57834978,langlois.elliot@univ.teluq.ca,LANE67589351,LANE17059359,Feminin,17-05-1993,Hiver 2021,Lettres et langues,ESP 4035,Reducción de textos,B,Certificat en langue et cultures hispaniques,4652,Langue et cultures hispaniques
Elliot,Langlois,"1855 Rue Capitol, Laval, QC H7M 2H7",450-665-9914,57834978,langlois.elliot@univ.teluq.ca,LANE67589351,LANE17059359,Feminin,17-05-1993,Hiver 2021,Lettres et langues,ESP 4012,Sociolingüística del mundo hispánico,C,Certificat en langue et cultures hispaniques,4652,Langue et cultures hispaniques
Elliot,Langlois,"1855 Rue Capitol, Laval, QC H7M 2H7",450-665-9914,57834978,langlois.elliot@univ.teluq.ca,LANE67589351,LANE17059359,Feminin,17-05-1993,Hiver 2021,Lettres et langues,LIN 4016,Aprendizaje de una segunda lengua y bilingüismo,A,Certificat en langue et cultures hispaniques,4652,Langue et cultures hispaniques
Elliot,Langlois,"1855 Rue Capitol, Laval, QC H7M 2H7",450-665-9914,57834978,langlois.elliot@univ.teluq.ca,LANE67589351,LANE17059359,Feminin,17-05-1993,Hiver 2021,Lettres et langues,TRA 4011,Iniciación a la traducción profesional: francés-español,C,Certificat en langue et cultures hispaniques,4652,Langue et cultures hispaniques
Ophelie,Landry,"82 Bd St Elzéar E, Laval, QC H7M 1C6",438-884-3986,86745328,landry.ophelie@univ.teluq.ca,LANO82760984,LANO23079431,Feminin,23-07-1994,Été 2023,Communication,SOC 1012,Méthodologie de la recherche sociale 1,B,Baccalauréat en communication,7887,Communication
Ophelie,Landry,"82 Bd St Elzéar E, Laval, QC H7M 1C6",438-884-3986,86745328,landry.ophelie@univ.teluq.ca,LANO82760984,LANO23079431,Feminin,23-07-1994,Été 2023,Communication,COM 2000,Histoire des communications,A,Baccalauréat en communication,7887,Communication
Ophelie,Landry,"82 Bd St Elzéar E, Laval, QC H7M 1C6",438-884-3986,86745328,landry.ophelie@univ.teluq.ca,LANO82760984,LANO23079431,Feminin,23-07-1994,Été 2023,Communication,COM 2005,Cadre politique et institutionnel de la communication,A,Baccalauréat en communication,7887,Communication
Ophelie,Landry,"82 Bd St Elzéar E, Laval, QC H7M 1C6",438-884-3986,86745328,landry.ophelie@univ.teluq.ca,LANO82760984,LANO23079431,Feminin,23-07-1994,Été 2023,Communication,COM 2007,"Télécommunications, déréglementation et nouveaux services",A,Baccalauréat en communication,7887,Communication
Jackson,Crenier,"135 Rue Savoie, Laval, QC H7M 1G5",450-662-9927,56748972,crenier.jackson@univ.teluq.ca,CREJ17698462,CREJ26098867,Masculin,26-09-1988,Hiver 2021,Informatique et technologies de l'information,INF 1426,Traitement d'images,B,Majeure en informatique,6010,Informatique 
Jackson,Crenier,"135 Rue Savoie, Laval, QC H7M 1G5",450-662-9927,56748972,crenier.jackson@univ.teluq.ca,CREJ17698462,CREJ26098867,Masculin,26-09-1988,Hiver 2021,Informatique et technologies de l'information,INF 1428,Théorie des langages et des automates,C,Majeure en informatique,6010,Informatique 
Jackson,Crenier,"135 Rue Savoie, Laval, QC H7M 1G5",450-662-9927,56748972,crenier.jackson@univ.teluq.ca,CREJ17698462,CREJ26098867,Masculin,26-09-1988,Hiver 2021,Informatique et technologies de l'information,INF 6460,Recherche et filtrage d'informations,A,Majeure en informatique,6010,Informatique 
Jackson,Crenier,"135 Rue Savoie, Laval, QC H7M 1G5",450-662-9927,56748972,crenier.jackson@univ.teluq.ca,CREJ17698462,CREJ26098867,Masculin,26-09-1988,Hiver 2021,Informatique et technologies de l'information,INF 9004,Informatique des entrepôts de données,B,Majeure en informatique,6010,Informatique 
Abby,Lachance,"1475 Sainte Croix Ave, Saint-Laurent, QC H4L 3Z5",514-887-1885,85764364,lachance.abby@univ.teluq.ca,LACA38765438,LACA18049826,Feminin,18-04-1998,Automne 2022,Gestion des resources humaines et relations de travail,MQT 2001,Statistiques appliquées à la gestion,A,Baccalauréat en administration (concentration en gestion des ressources humaines),7564,Administration (gestion des ressources humaines)
Abby,Lachance,"1475 Sainte Croix Ave, Saint-Laurent, QC H4L 3Z5",514-887-1885,85764364,lachance.abby@univ.teluq.ca,LACA38765438,LACA18049826,Feminin,18-04-1998,Automne 2022,Gestion des resources humaines et relations de travail,ADM 1402,Entreprise et société,B,Baccalauréat en administration (concentration en gestion des ressources humaines),7564,Administration (gestion des ressources humaines)
Abby,Lachance,"1475 Sainte Croix Ave, Saint-Laurent, QC H4L 3Z5",514-887-1885,85764364,lachance.abby@univ.teluq.ca,LACA38765438,LACA18049826,Feminin,18-04-1998,Automne 2022,Gestion des resources humaines et relations de travail,ADM 4007,Analyse stratégique de l'entreprise,C,Baccalauréat en administration (concentration en gestion des ressources humaines),7564,Administration (gestion des ressources humaines)
Abby,Lachance,"1475 Sainte Croix Ave, Saint-Laurent, QC H4L 3Z5",514-887-1885,85764364,lachance.abby@univ.teluq.ca,LACA38765438,LACA18049826,Feminin,18-04-1998,Automne 2022,Gestion des resources humaines et relations de travail,ADM 1400,Théories de l'organisation,A,Baccalauréat en administration (concentration en gestion des ressources humaines),7564,Administration (gestion des ressources humaines)
Philippe,Savard,"1535 O'Brien Ave, Saint-Laurent, QC H4L 3W3",438-837-8574,84637549,savard.philippe@univ.teluq.ca,SAVP16459786,SAVP22039314,Masculin,22-03-1993,Été 2020,Communication,ADM 2007,Introduction au marketing,B,Certificat en relations publiques,4039,Relations publiques
Philippe,Savard,"1535 O'Brien Ave, Saint-Laurent, QC H4L 3W3",438-837-8574,84637549,savard.philippe@univ.teluq.ca,SAVP16459786,SAVP22039314,Masculin,22-03-1993,Été 2020,Communication,ADM 2013,Publicité et promotion pour les entreprises de services,B,Certificat en relations publiques,4039,Relations publiques
Philippe,Savard,"1535 O'Brien Ave, Saint-Laurent, QC H4L 3W3",438-837-8574,84637549,savard.philippe@univ.teluq.ca,SAVP16459786,SAVP22039314,Masculin,22-03-1993,Été 2020,Communication,COM 1021,Techniques d'animation et d'intervention,A,Certificat en relations publiques,4039,Relations publiques
Philippe,Savard,"1535 O'Brien Ave, Saint-Laurent, QC H4L 3W3",438-837-8574,84637549,savard.philippe@univ.teluq.ca,SAVP16459786,SAVP22039314,Masculin,22-03-1993,Été 2020,Communication,COM 3030,La communication interculturelle: une introduction,A,Certificat en relations publiques,4039,Relations publiques
Mathilde,Guay,"1403 St Germain St, Saint-Laurent, QC H4L 3S5",438-883-8836,27564387,guay.mathilde@univ.teluq.ca,GUAM38756982,GUAM16019186,Feminin,16-01-1991,Hiver 2021,Gestion des resources humaines et relations de travail,ADM 1015,Gestion des ressources humaines,C,Certificat en relations du travail,4099,Relations du travail
